source_run_id,batch,scenario_id,category,model_name,original_deterministic_grade,original_error_tags,original_failed_fields,extraction_status,helper_status,field_name,expected_value,extracted_value,expected_abs_value,abs_error,rel_error,rel_error_percent,signed_error,signed_rel_error,original_rel_tolerance,original_abs_tolerance,original_field_pass,failure_type,abs_extracted_over_expected_ratio,signed_extracted_over_expected_ratio,log10_abs_ratio,sign_match,expected_sign,extracted_sign,expected_is_zero_or_near_zero,extracted_is_zero_or_near_zero,possible_factor_2_error,possible_factor_pi_error,possible_factor_10_error,possible_factor_100_error,possible_factor_1000_error,possible_reciprocal_error,possible_sign_flip,possible_zero_substitution,possible_unit_scale_error,possible_wrong_field_scale,wrong_field_scale_closest_field,preliminary_failure_pattern,notes
d1f4f249-9011-47a1-bde1-4890e97d7e39,V5,GR_CHIRP_001,General Relativity,Gemma 4 31B IT,FAIL,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,OK,OK,each_mass_msun,32.163554,131.64,32.163554,99.476446,3.09283128351,309.283128351,99.476446,3.09283128351,0.01,0.32163554,false,numeric_mismatch,4.09283128351,4.09283128351,0.612023842336,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,total_mass_msun,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,closest_other_field=total_mass_msun
d1f4f249-9011-47a1-bde1-4890e97d7e39,V5,GR_CHIRP_001,General Relativity,Gemma 4 31B IT,FAIL,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,OK,OK,total_mass_msun,64.327108,263.28,64.327108,198.952892,3.09283128351,309.283128351,198.952892,3.09283128351,0.01,0.64327108,false,numeric_mismatch,4.09283128351,4.09283128351,0.612023842336,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
bcbdf68a-a219-4179-9226-2cb50ec078cd,V5,QM_RT_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,energy_unit_ev,2.350189,22.9,2.350189,20.549811,8.74389719295,874.389719295,20.549811,8.74389719295,0.02,0.04700378,false,numeric_mismatch,9.74389719295,9.74389719295,0.988732693108,true,positive,positive,false,false,false,false,true,false,false,false,false,false,false,false,first_resonance_ev,DECIMAL_OR_POWER_OF_TEN_SCALE,closest_other_field=first_resonance_ev
bcbdf68a-a219-4179-9226-2cb50ec078cd,V5,QM_RT_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,first_resonance_ev,11.151697,186.1,11.151697,174.948303,15.6880430844,1568.80430844,174.948303,15.6880430844,0.02,0.22303394,false,numeric_mismatch,16.6880430844,16.6880430844,1.22240541232,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
8e410338-dd01-4f15-bb14-db80d59a5d02,V5,QM_RT_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,energy_unit_ev,2.350189,33.2,2.350189,30.849811,13.1265234413,1312.65234413,30.849811,13.1265234413,0.02,0.04700378,false,numeric_mismatch,14.1265234413,14.1265234413,1.15003529447,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,first_resonance_ev,ORDER_OF_MAGNITUDE_GT10X,closest_other_field=first_resonance_ev;gt1000_extreme_subset
8e410338-dd01-4f15-bb14-db80d59a5d02,V5,QM_RT_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,first_resonance_ev,11.151697,288.8,11.151697,277.648303,24.8974037763,2489.74037763,277.648303,24.8974037763,0.02,0.22303394,false,numeric_mismatch,25.8974037763,25.8974037763,1.41325622809,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
c77d4a05-8f45-4584-89a7-4f848310ffcd,V5,QM_RT_001,Quantum Mechanics,Ministral 3 8B,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,energy_unit_ev,2.350189,9.47,2.350189,7.119811,3.02946316232,302.946316232,7.119811,3.02946316232,0.02,0.04700378,false,numeric_mismatch,4.02946316232,4.02946316232,0.605247189771,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,true,first_resonance_ev,WRONG_FIELD_SCALE,closest_other_field=first_resonance_ev
c77d4a05-8f45-4584-89a7-4f848310ffcd,V5,QM_RT_001,Quantum Mechanics,Ministral 3 8B,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,first_resonance_ev,11.151697,77.23,11.151697,66.078303,5.92540337134,592.540337134,66.078303,5.92540337134,0.02,0.22303394,false,numeric_mismatch,6.92540337134,6.92540337134,0.840445074032,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
d765a40d-fb04-4ffc-9811-18c108bbbc6d,V5,QM_RT_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,energy_unit_ev,2.350189,7.65,2.350189,5.299811,2.25505735922,225.505735922,5.299811,2.25505735922,0.02,0.04700378,false,numeric_mismatch,3.25505735922,3.25505735922,0.512558645922,true,positive,positive,false,false,false,true,false,false,false,false,false,false,false,false,first_resonance_ev,COMMON_FACTOR_2_OR_PI,closest_other_field=first_resonance_ev
d765a40d-fb04-4ffc-9811-18c108bbbc6d,V5,QM_RT_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,OK,OK,first_resonance_ev,11.151697,60.9,11.151697,49.748303,4.46105225061,446.105225061,49.748303,4.46105225061,0.02,0.22303394,false,numeric_mismatch,5.46105225061,5.46105225061,0.737276331827,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,LARGE_NUMERIC_GT100PCT_UNCLASSIFIED,
f6e77e0c-96ad-45a5-85ab-996fd74634d8,V5,STAT_NEGT_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,abs_temperature_K:MISMATCH;temperature_K:MISMATCH,abs_temperature_K;temperature_K,OK,OK,abs_temperature_K,1.318567,1.41 \times 10^3,1.318567,1408.681433,1068.3427031,106834.27031,1408.681433,1068.3427031,0.01,0.01318567,false,numeric_mismatch,1069.3427031,1069.3427031,3.02911691027,true,positive,positive,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
f6e77e0c-96ad-45a5-85ab-996fd74634d8,V5,STAT_NEGT_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,abs_temperature_K:MISMATCH;temperature_K:MISMATCH,abs_temperature_K;temperature_K,OK,OK,temperature_K,-1.318567,-1.41 \times 10^3,1.318567,1408.681433,1068.3427031,106834.27031,-1408.681433,-1068.3427031,0.01,0.01318567,false,numeric_mismatch,1069.3427031,1069.3427031,3.02911691027,true,negative,negative,false,false,false,false,false,false,false,false,false,false,false,false,,ORDER_OF_MAGNITUDE_GT10X,gt1000_extreme_subset
