row_key,source_run_id,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,review_status,error_tags,failed_fields,human_label_if_available,human_label_available,bertscore_full_precision,bertscore_full_recall,bertscore_full_f1,bertscore_no_final_precision,bertscore_no_final_recall,bertscore_no_final_f1,bertscore_full_minus_no_final_f1,candidate_full_text_length_chars,candidate_no_final_text_length_chars,reference_text_length_chars,final_block_removed_candidate,final_block_removed_reference,rouge_l_f1,chrf_score,candidate_reference_length_ratio
V5|QI_CLONE_001|Ministral 3 8B|6f30af7e-f6d9-4e79-8b19-096efcab4de6,6f30af7e-f6d9-4e79-8b19-096efcab4de6,V5,QI_CLONE_001,Quantum Information Theory,Ministral 3 8B,PASS,1,OK,OK,CLEAN,,,,False,0.06262029707431793,0.5621090531349182,0.30162540078163147,0.26869678497314453,0.5878230333328247,0.42445582151412964,-0.12283042073249817,1082,886,714,True,False,,,1.2408963585434174
V3|STAT_BEC_001|Gemma 4 31B IT|7291fcc8-4808-4d96-8b8c-a5286af017df,7291fcc8-4808-4d96-8b8c-a5286af017df,V3,STAT_BEC_001,Statistical Mechanics,Gemma 4 31B IT,FAIL,0,OK,OK,CLEAN,tc_nK:MISMATCH;tc_no_zeta_nK:MISMATCH,tc_nK;tc_no_zeta_nK,,False,0.5370783805847168,0.8642954230308533,0.6964371800422668,0.8240933418273926,0.9025977253913879,0.8633037209510803,-0.16686654090881348,960,713,671,True,False,,,1.0625931445603576
V3|QI_WERNER_001|Mistral NeMo 12B|739669d7-f24b-48b0-aaa4-7ea7484fd9f5,739669d7-f24b-48b0-aaa4-7ea7484fd9f5,V3,QI_WERNER_001,Quantum Information Theory,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,concurrence_at_p05:MISMATCH,concurrence_at_p05,,False,0.4228765368461609,0.8551480770111084,0.6312395930290222,0.9392244815826416,0.9225499033927917,0.9309871792793274,-0.2997475862503052,948,717,732,True,False,,,0.9795081967213115
V5|STAT_NEGT_001|Ministral 3 8B|73a9174c-cf71-4e98-b525-770249d54949,73a9174c-cf71-4e98-b525-770249d54949,V5,STAT_NEGT_001,Statistical Mechanics,Ministral 3 8B,PASS,1,OK,OK,CLEAN,,,,False,0.3894723653793335,0.39448508620262146,0.39296507835388184,0.3371673822402954,0.2753903269767761,0.3072226643562317,0.08574241399765015,1240,1107,1530,True,False,,,0.7235294117647059
V4|QI_HOLEVO_001|Gemma 3 27B IT|74f13abf-916e-4c7d-bf0a-e6ce907c4931,74f13abf-916e-4c7d-bf0a-e6ce907c4931,V4,QI_HOLEVO_001,Quantum Information Theory,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,avg_state_purity:MISMATCH;eigenvalue_large:MISMATCH;holevo_chi_bits:MISMATCH,avg_state_purity;eigenvalue_large;holevo_chi_bits,,False,0.6030094027519226,0.7707604169845581,0.6861474514007568,0.634501576423645,0.7802883386611938,0.706932783126831,-0.02078533172607422,1051,875,726,True,False,,,1.2052341597796143
V2|CM_FOUCAULT_001|Mistral NeMo 12B|78db6adf-408e-49e7-8f70-5a4c3fe210ad,78db6adf-408e-49e7-8f70-5a4c3fe210ad,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,period_hours:MISMATCH;rate_deg_per_day:MISMATCH;rate_deg_per_hour:MISMATCH,period_hours;rate_deg_per_day;rate_deg_per_hour,,False,0.41377171874046326,0.8094645738601685,0.6052108407020569,0.8637772798538208,0.8761879801750183,0.870187520980835,-0.2649766802787781,821,637,629,True,False,,,1.012718600953895
V5|COS_AGE_001|Granite 4.1 8B|794326a8-04c8-49f0-b4e8-231b02e63bd8,794326a8-04c8-49f0-b4e8-231b02e63bd8,V5,COS_AGE_001,Cosmology,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,lcdm_age_gyr:MISMATCH,lcdm_age_gyr,,False,-0.3657761216163635,-0.04043776914477348,-0.20672689378261566,-0.3657761216163635,-0.04043776914477348,-0.20672689378261566,0.0,2781,2614,659,True,False,,,3.9666160849772383
V4|GR_PERI_001|Gemma 3 12B IT|7acbd9b4-3991-424a-bd93-53630bd65ae6,7acbd9b4-3991-424a-bd93-53630bd65ae6,V4,GR_PERI_001,General Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,advance_arcsec_orbit:MISMATCH,advance_arcsec_orbit,,False,0.4226405620574951,0.7143290042877197,0.56533282995224,0.6868896484375,0.7228060364723206,0.7052711248397827,-0.13993829488754272,927,736,695,True,False,,,1.0589928057553957
V2|QI_TELEPORT_001|Gemma 3 27B IT|7c096d8f-6286-4837-bb5c-38e6df0e6b56,7c096d8f-6286-4837-bb5c-38e6df0e6b56,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.4569963216781616,0.8237186074256897,0.6349283456802368,0.9192058444023132,0.8706479668617249,0.8949957489967346,-0.2600674033164978,753,578,603,True,False,,,0.9585406301824212
V2|STAT_ISING_001|Llama 3.1 8B Instruct|7ccc748d-227f-4678-a6d4-a73a86a210d0,7ccc748d-227f-4678-a6d4-a73a86a210d0,V2,STAT_ISING_001,Statistical Mechanics,Llama 3.1 8B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.27627867460250854,0.7308225035667419,0.49488410353660583,0.5860481858253479,0.7608038187026978,0.6726008653640747,-0.17771676182746887,903,725,656,True,False,,,1.1051829268292683
V3|COS_DL_001|Ministral 3 8B|7e158b39-fc5d-4ba7-86a6-70440815a664,7e158b39-fc5d-4ba7-86a6-70440815a664,V3,COS_DL_001,Cosmology,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,,False,0.08070182055234909,0.44575849175453186,0.2580360174179077,0.3356098234653473,0.4683954417705536,0.40215224027633667,-0.14411622285842896,978,747,611,True,False,,,1.2225859247135842
V5|QFT_YUKAWA_001|Gemma 3 27B IT|7e7d0afd-32d2-4f48-b6cd-ecc7bc6e7627,7e7d0afd-32d2-4f48-b6cd-ecc7bc6e7627,V5,QFT_YUKAWA_001,Quantum Field Theory,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5625037550926208,0.9191570281982422,0.7356642484664917,0.9703930020332336,0.9667018055915833,0.9685982465744019,-0.23293399810791016,837,662,668,True,False,,,0.9910179640718563
V2|STAT_ISING_001|Gemma 4 31B IT|8032048a-8e04-432c-b3eb-aab06ea4d99e,8032048a-8e04-432c-b3eb-aab06ea4d99e,V2,STAT_ISING_001,Statistical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.4913517236709595,0.8943524360656738,0.6861555576324463,0.9288738369941711,0.9492805004119873,0.9391590356826782,-0.25300347805023193,833,668,656,True,False,,,1.0182926829268293
V5|COS_AGE_001|Ministral 3 8B|808620c4-f820-4f45-9bed-e9794424c240,808620c4-f820-4f45-9bed-e9794424c240,V5,COS_AGE_001,Cosmology,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,lcdm_age_gyr:MISMATCH,lcdm_age_gyr,,False,-0.03562924638390541,0.25651949644088745,0.10767484456300735,-0.03562924638390541,0.25651949644088745,0.10767484456300735,0.0,1351,1178,659,True,False,,,1.787556904400607
V3|QFT_CASIMIR_001|Granite 4.1 8B|81351b41-e944-416c-979d-7650f60107cb,81351b41-e944-416c-979d-7650f60107cb,V3,QFT_CASIMIR_001,Quantum Field Theory,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.02262154221534729,-0.06133615970611572,-0.04036323353648186,-0.02262154221534729,-0.06133615970611572,-0.04036323353648186,0.0,2657,2464,1357,True,False,,,1.8157700810611643
V4|GR_PERI_001|Ministral 3 8B|82bfcead-f536-432a-af8d-1ace93dc33ae,82bfcead-f536-432a-af8d-1ace93dc33ae,V4,GR_PERI_001,General Relativity,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,advance_arcsec_orbit:MISMATCH,advance_arcsec_orbit,,False,0.30205532908439636,0.5633952021598816,0.4304765462875366,0.30205532908439636,0.5633952021598816,0.4304765462875366,0.0,1312,1118,695,True,False,,,1.6086330935251798
V3|GR_GPS_001|Gemma 4 31B IT|83128479-f3b5-4076-b4d8-697f3b7632f1,83128479-f3b5-4076-b4d8-697f3b7632f1,V3,GR_GPS_001,General Relativity,Gemma 4 31B IT,FAIL,0,OK,OK,CLEAN,velocity_shift_us_day:MISMATCH,velocity_shift_us_day,,False,0.2019910365343094,0.25944265723228455,0.23180845379829407,0.17788340151309967,0.1819062978029251,0.1812264770269394,0.050581976771354675,1397,1204,1342,True,False,,,0.8971684053651267
V5|CM_TOP_001|Gemma 4 31B IT|854903a7-b5b2-4b1e-b220-26c3c840d410,854903a7-b5b2-4b1e-b220-26c3c840d410,V5,CM_TOP_001,Classical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.545297384262085,0.9343310594558716,0.7335876822471619,0.987270712852478,0.9909453392028809,0.9891250729560852,-0.25553739070892334,859,663,661,True,False,,,1.0030257186081695
V4|QI_HOLEVO_001|Gemma 3 12B IT|857a1764-71f5-4759-a705-172afc529699,857a1764-71f5-4759-a705-172afc529699,V4,QI_HOLEVO_001,Quantum Information Theory,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.6201640963554382,0.7837053537368774,0.7012380361557007,0.6318590641021729,0.7840173244476318,0.7073915600776672,-0.006153523921966553,1085,910,726,True,False,,,1.2534435261707988
V2|STAT_ISING_001|Gemma 3 12B IT|863e22f3-01f3-468c-994c-0a868b72a3dc,863e22f3-01f3-468c-994c-0a868b72a3dc,V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.3842715322971344,0.7953895330429077,0.5828691124916077,0.743406355381012,0.8453662395477295,0.7942693829536438,-0.21140027046203613,852,687,656,True,False,,,1.0472560975609757
V2|CM_FOUCAULT_001|Mistral Small 3.2 24B Instruct|87d3ed82-6adb-40f0-8db1-efb66f5207f4,87d3ed82-6adb-40f0-8db1-efb66f5207f4,V2,CM_FOUCAULT_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.4911854565143585,0.9066323041915894,0.6917591691017151,0.9805600643157959,0.9805614352226257,0.9805923104286194,-0.2888331413269043,809,628,629,True,False,,,0.9984101748807631
V4|QI_HOLEVO_001|Granite 4.1 8B|8a8ce38b-369d-4716-b6cc-fb4b687dc5ac,8a8ce38b-369d-4716-b6cc-fb4b687dc5ac,V4,QI_HOLEVO_001,Quantum Information Theory,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,avg_state_purity:MISMATCH;eigenvalue_large:MISMATCH;holevo_chi_bits:MISMATCH,avg_state_purity;eigenvalue_large;holevo_chi_bits,,False,-0.4875584840774536,-0.27533620595932007,-0.38166603446006775,-0.4875584840774536,-0.27533620595932007,-0.38166603446006775,0.0,2694,2526,726,True,False,,,3.479338842975207
V5|GR_CHIRP_001|Mistral NeMo 12B|8c115d74-c955-4798-9fee-364d3e420629,8c115d74-c955-4798-9fee-364d3e420629,V5,GR_CHIRP_001,General Relativity,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,,False,0.5027074217796326,0.726554811000824,0.6130079627037048,0.7587767839431763,0.7464097142219543,0.7529882788658142,-0.13998031616210938,751,582,609,True,False,,,0.9556650246305419
V4|CM_KAPITZA_001|Gemma 4 31B IT|8c78ea06-5052-4340-9c3f-f73b2ced036e,8c78ea06-5052-4340-9c3f-f73b2ced036e,V4,CM_KAPITZA_001,Classical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.2371678501367569,0.8580850958824158,0.5308218598365784,0.4327188730239868,0.8964974284172058,0.6555745601654053,-0.1247527003288269,1386,1247,483,True,False,,,2.5817805383022776
V3|CM_APSIDAL_001|Ministral 3 8B|8d88ebb6-c7fb-48bf-8150-c24d1049670c,8d88ebb6-c7fb-48bf-8150-c24d1049670c,V3,CM_APSIDAL_001,Classical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,,False,0.006946569308638573,0.5072028636932373,0.24626195430755615,0.31931331753730774,0.5690554976463318,0.4421986937522888,-0.19593673944473267,1055,801,622,True,False,,,1.287781350482315
V2|SR_ROCKET_001|Mistral Small 3.2 24B Instruct|8dd9d539-5113-456a-ad1b-2987c0bf85c9,8dd9d539-5113-456a-ad1b-2987c0bf85c9,V2,SR_ROCKET_001,Special Relativity,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,distance_ly:MISMATCH;final_beta:MISMATCH;lab_time_yr:MISMATCH,distance_ly;final_beta;lab_time_yr,,False,0.6262797117233276,0.9150389432907104,0.7673898935317993,0.9729657769203186,0.9708966016769409,0.9719769358634949,-0.20458704233169556,874,715,714,True,False,,,1.0014005602240896
V5|QM_RT_001|Gemma 3 27B IT|8e410338-dd01-4f15-bb14-db80d59a5d02,8e410338-dd01-4f15-bb14-db80d59a5d02,V5,QM_RT_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,,False,0.5858469009399414,0.8759202361106873,0.7276195883750916,0.9309509992599487,0.9099573493003845,0.9205643534660339,-0.19294476509094238,1028,850,867,True,False,,,0.9803921568627451
V5|QFT_YUKAWA_001|Gemma 4 31B IT|910216b0-43d4-41af-94f0-5fa74f3f2b66,910216b0-43d4-41af-94f0-5fa74f3f2b66,V5,QFT_YUKAWA_001,Quantum Field Theory,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5620222687721252,0.9144864082336426,0.7332203984260559,0.9788790345191956,0.9750167727470398,0.9769847989082336,-0.24376440048217773,844,666,668,True,False,,,0.9970059880239521
V5|STAT_NEGT_001|Granite 4.1 8B|93598232-73aa-45f6-85f0-657ebcc3729c,93598232-73aa-45f6-85f0-657ebcc3729c,V5,STAT_NEGT_001,Statistical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,0.0009020600118674338,-0.03778059035539627,-0.016861718147993088,0.0009020600118674338,-0.03778059035539627,-0.016861718147993088,0.0,2344,2208,1530,True,False,,,1.4431372549019608
V4|QFT_UNRUH_001|Gemma 4 31B IT|937f7088-15a5-4851-8a17-ce4247b8580d,937f7088-15a5-4851-8a17-ce4247b8580d,V4,QFT_UNRUH_001,Quantum Field Theory,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.6307270526885986,0.913403332233429,0.7689459323883057,0.9607982635498047,0.9517516493797302,0.9563424587249756,-0.18739652633666992,930,792,796,True,False,,,0.9949748743718593
V5|QI_CLONE_001|Gemma 3 27B IT|94d1a3ae-d1d8-4d8b-8970-f8d9afe37b06,94d1a3ae-d1d8-4d8b-8970-f8d9afe37b06,V5,QI_CLONE_001,Quantum Information Theory,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5535220503807068,0.905174970626831,0.7243458032608032,0.9753323793411255,0.9629080891609192,0.9691636562347412,-0.244817852973938,877,695,714,True,False,,,0.9733893557422969
V2|QI_TELEPORT_001|Ministral 3 8B|9584a665-3773-4c3a-a6fd-e7fe2777cbbb,9584a665-3773-4c3a-a6fd-e7fe2777cbbb,V2,QI_TELEPORT_001,Quantum Information Theory,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,classical_limit:UNPARSEABLE:parse-fail:TokenError,classical_limit,,False,0.45368310809135437,0.8716514706611633,0.6554336547851562,0.932809591293335,0.9326989650726318,0.9328635334968567,-0.27742987871170044,788,601,603,True,False,,,0.9966832504145937
V3|COS_DL_001|Gemma 3 12B IT|95f6ba98-9ad9-4743-98f6-e08bef51a990,95f6ba98-9ad9-4743-98f6-e08bef51a990,V3,COS_DL_001,Cosmology,Gemma 3 12B IT,FAIL,0,OK,OK,CLEAN,hubble_distance_mpc:MISMATCH,hubble_distance_mpc,,False,0.3638347387313843,0.8025185465812683,0.5751574635505676,0.7804955244064331,0.8398923277854919,0.810350239276886,-0.23519277572631836,890,663,611,True,False,,,1.0851063829787233
V2|QFT_G2_001|Mistral NeMo 12B|96198746-3f2d-4926-bcef-e8433bbb98d7,96198746-3f2d-4926-bcef-e8433bbb98d7,V2,QFT_G2_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,anomaly_times_1e3:MISMATCH,anomaly_times_1e3,,False,0.13862043619155884,0.5698418021202087,0.3465140461921692,0.4038327932357788,0.6097493767738342,0.5056512951850891,-0.15913724899291992,788,648,547,True,False,,,1.1846435100548447
V5|SR_FIZEAU_001|Gemma 4 31B IT|96c14a3d-11cc-431f-8b62-1a82810c0763,96c14a3d-11cc-431f-8b62-1a82810c0763,V5,SR_FIZEAU_001,Special Relativity,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.5986915826797485,0.9062789678573608,0.7487415075302124,0.935784637928009,0.9397904276847839,0.937887966632843,-0.18914645910263062,844,708,700,True,False,,,1.0114285714285713
V2|CM_FOUCAULT_001|Ministral 3 8B|981eba36-7bcf-427e-9a83-c05551b36c90,981eba36-7bcf-427e-9a83-c05551b36c90,V2,CM_FOUCAULT_001,Classical Mechanics,Ministral 3 8B,PASS,1,OK,OK,CLEAN,,,,False,0.43108174204826355,0.834453821182251,0.6260781288146973,0.8872962594032288,0.907946765422821,0.8977698683738708,-0.2716917395591736,813,631,629,True,False,,,1.0031796502384738
V5|STAT_NEGT_001|Gemma 3 27B IT|98458b1f-1823-40a8-b93e-9045fb1f1fca,98458b1f-1823-40a8-b93e-9045fb1f1fca,V5,STAT_NEGT_001,Statistical Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.8458747267723083,0.6369019150733948,0.7398841977119446,0.8580068945884705,0.4498312771320343,0.647032618522644,0.09285157918930054,896,761,1530,True,False,,,0.4973856209150327
V2|CM_FOUCAULT_001|Gemma 4 31B IT|98f3c8aa-7662-449d-8bc9-789db679a7b5,98f3c8aa-7662-449d-8bc9-789db679a7b5,V2,CM_FOUCAULT_001,Classical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,-0.02330923080444336,0.5638331174850464,0.25492924451828003,0.1746271401643753,0.5848821997642517,0.3728666305541992,-0.11793738603591919,1042,858,629,True,False,,,1.3640699523052464
V3|GR_GPS_001|Granite 4.1 8B|9991d196-4513-449c-9fa5-bc9e85fe608f,9991d196-4513-449c-9fa5-bc9e85fe608f,V3,GR_GPS_001,General Relativity,Granite 4.1 8B,FAIL,0,OK,OK,CLEAN,velocity_shift_us_day:MISMATCH,velocity_shift_us_day,,False,-0.12685616314411163,-0.20381633937358856,-0.16375485062599182,-0.12685616314411163,-0.20381633937358856,-0.16375485062599182,0.0,2743,2553,1342,True,False,,,1.9023845007451565
V4|QM_AB_001|Mistral NeMo 12B|99eb6948-8aa7-4cad-9751-aeacbf3f4ef3,99eb6948-8aa7-4cad-9751-aeacbf3f4ef3,V4,QM_AB_001,Quantum Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,,False,0.5217978358268738,0.8631129264831543,0.6877942085266113,0.915753960609436,0.915523886680603,0.9157761931419373,-0.22798198461532593,834,664,670,True,False,,,0.991044776119403
V4|QFT_UNRUH_001|Llama 3.1 8B Instruct|9a233092-d4f6-4160-a7d0-28edb2dbf792,9a233092-d4f6-4160-a7d0-28edb2dbf792,V4,QFT_UNRUH_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,,False,0.5393805503845215,0.7703773379325867,0.6530614495277405,0.7810137867927551,0.7854987382888794,0.7836074233055115,-0.130545973777771,909,776,796,True,False,,,0.9748743718592965
V3|COS_DL_001|Gemma 4 31B IT|9b43c249-fc19-463d-9f32-928d33522cd0,9b43c249-fc19-463d-9f32-928d33522cd0,V3,COS_DL_001,Cosmology,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.4479498863220215,0.917373538017273,0.6733954548835754,0.9603787064552307,0.9722846150398254,0.9663804173469543,-0.2929849624633789,852,616,611,True,False,,,1.0081833060556464
V3|SR_BELL_001|Gemma 3 27B IT|9c6eca53-936a-41af-8459-9e55496a588e,9c6eca53-936a-41af-8459-9e55496a588e,V3,SR_BELL_001,Special Relativity,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.46619662642478943,0.8779314756393433,0.6650583744049072,0.8902897238731384,0.9249559640884399,0.9077222943305969,-0.2426639199256897,1032,846,822,True,False,,,1.0291970802919708
V5|CM_TOP_001|Mistral NeMo 12B|9cabff0f-1401-4d81-a9ab-0c356b747793,9cabff0f-1401-4d81-a9ab-0c356b747793,V5,CM_TOP_001,Classical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,CLEAN,precession_double_spin:MISMATCH;precession_period_s:MISMATCH;precession_rad_s:MISMATCH,precession_double_spin;precession_period_s;precession_rad_s,,False,0.46433839201927185,0.8720030784606934,0.6613144874572754,0.9468541741371155,0.9129427671432495,0.929962694644928,-0.2686482071876526,865,634,661,True,False,,,0.9591527987897126
V2|QM_BERRY_001|Gemma 4 31B IT|9db36a40-841b-4808-bbed-447ab10fa45e,9db36a40-841b-4808-bbed-447ab10fa45e,V2,QM_BERRY_001,Quantum Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,CLEAN,,,,False,0.564533531665802,0.8668963313102722,0.7121443748474121,0.9380507469177246,0.9158524870872498,0.9270487427711487,-0.21490436792373657,689,558,572,True,False,,,0.9755244755244755
V2|STAT_ISING_001|Mistral Small 3.2 24B Instruct|9e6a063d-dc82-49ce-aceb-7ac5aad0e02b,9e6a063d-dc82-49ce-aceb-7ac5aad0e02b,V2,STAT_ISING_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,CLEAN,,,,False,0.4896738827228546,0.864651620388031,0.6714410781860352,0.9327501654624939,0.9141486287117004,0.9235584735870361,-0.252117395401001,807,643,656,True,False,,,0.9801829268292683
V4|QM_AB_001|Granite 4.1 8B|9fc843b5-b6bd-412e-9421-9525b76fb61a,9fc843b5-b6bd-412e-9421-9525b76fb61a,V4,QM_AB_001,Quantum Mechanics,Granite 4.1 8B,PASS,1,OK,OK,CLEAN,,,,False,-0.35353392362594604,0.02004874311387539,-0.1721431463956833,-0.35353392362594604,0.02004874311387539,-0.1721431463956833,0.0,1508,1341,670,True,False,,,2.0014925373134327
V2|GR_ISCO_001|Gemma 3 27B IT|a043fef4-92a9-4e39-8b94-4099ce5d7bd8,a043fef4-92a9-4e39-8b94-4099ce5d7bd8,V2,GR_ISCO_001,General Relativity,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,,False,0.49203869700431824,0.8194261789321899,0.651512861251831,0.8497019410133362,0.8571681976318359,0.8536708950996399,-0.20215803384780884,922,752,734,True,False,,,1.0245231607629428
V4|COS_DESITTER_001|Llama 3.1 8B Instruct|a0b03a0b-3abe-4557-a316-58e0a8feecda,a0b03a0b-3abe-4557-a316-58e0a8feecda,V4,COS_DESITTER_001,Cosmology,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,efolds_to_gh;gh_temp_e30_K;horizon_gpc,,False,0.3395569622516632,0.6986554861068726,0.5139933228492737,0.56097412109375,0.7196705937385559,0.639782190322876,-0.1257888674736023,923,757,632,True,False,,,1.1977848101265822
V5|STAT_NEGT_001|Gemma 3 12B IT|a1beefb6-d36c-4066-ad87-4b3bb312dbd0,a1beefb6-d36c-4066-ad87-4b3bb312dbd0,V5,STAT_NEGT_001,Statistical Mechanics,Gemma 3 12B IT,PASS,1,OK,OK,CLEAN,,,,False,0.6626808643341064,0.490663081407547,0.5760160088539124,0.6265333890914917,0.3290945291519165,0.4745762348175049,0.10143977403640747,982,850,1530,True,False,,,0.5555555555555556
V4|STAT_LANDAUER_001|Ministral 3 8B|a293ece1-1ae2-4e4f-baf4-afbd9c960aaa,a293ece1-1ae2-4e4f-baf4-afbd9c960aaa,V4,STAT_LANDAUER_001,Statistical Mechanics,Ministral 3 8B,FAIL,0,OK,OK,CLEAN,landauer_meV:MISMATCH,landauer_meV,,False,0.25636225938796997,0.6337046027183533,0.43933701515197754,0.46090349555015564,0.6458999514579773,0.5525745153427124,-0.11323750019073486,967,842,751,True,False,,,1.1211717709720372
V3|GR_GPS_001|Mistral Small 3.2 24B Instruct|a31b717b-3b3d-4f54-9f3b-2236e1370d22,a31b717b-3b3d-4f54-9f3b-2236e1370d22,V3,GR_GPS_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,CLEAN,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,,False,0.8332933187484741,0.6620814800262451,0.7468062043190002,0.8245118260383606,0.36251264810562134,0.5845264792442322,0.16227972507476807,863,674,1342,True,False,,,0.5022354694485842
V2|COS_CMB_001|Llama 3.1 8B Instruct|a3752b06-d12a-4b6f-b533-06abdc5a4a2d,a3752b06-d12a-4b6f-b533-06abdc5a4a2d,V2,COS_CMB_001,Cosmology,Llama 3.1 8B Instruct,FAIL,0,OK,OK,CLEAN,T_rec_K:MISMATCH;log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,T_rec_K;log10_energy_ratio;log10_number_ratio,,False,0.4600948095321655,0.850355863571167,0.6489930152893066,0.933107852935791,0.9022277593612671,0.9177602529525757,-0.26876723766326904,736,552,566,True,False,,,0.9752650176678446
V3|QFT_CASIMIR_001|Gemma 3 27B IT|a7e05154-1247-4373-b18c-e75f49ecf34a,a7e05154-1247-4373-b18c-e75f49ecf34a,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 27B IT,FAIL,0,OK,OK,CLEAN,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,,False,0.7749027609825134,0.5576156973838806,0.6646931767463684,0.7994670867919922,0.2847145199775696,0.530748724937439,0.13394445180892944,849,648,1357,True,False,,,0.47752394988946206
V2|STAT_ISING_001|Gemma 3 27B IT|a82bb41e-4662-4d67-95ff-851677b05abd,a82bb41e-4662-4d67-95ff-851677b05abd,V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,CLEAN,,,,False,0.49290433526039124,0.8700607419013977,0.675685703754425,0.9386966824531555,0.9197618961334229,0.9293287396430969,-0.2536430358886719,809,644,656,True,False,,,0.9817073170731707
